Namespace(batch_size=64, epochs=75, file=True, loss='CE', lr=0.0001, momentum=0.9, optimiser='Adam', scheduler=False, w_decay=5e-05)
epoch,loss,pixel_acc,IoU,val_loss
0,0.5475725531578064,0.6197730126318993,0.2850213704305144,0.536229119851039
1,0.24703648686408997,0.8804141750583401,0.5750086439757491,0.3057029591156886
2,0.22713406383991241,0.889128033526532,0.6110115529890621,0.2692374655833611
3,0.1822669357061386,0.8717856667258522,0.5746782063637383,0.2539813988483869
4,0.19259251654148102,0.906183792708756,0.6675951530716956,0.255607382609294
5,0.22468671202659607,0.9095040655755378,0.6508555428738629,0.2621589589577455
6,0.27019619941711426,0.9037200729568283,0.6393249348279664,0.23599897439663226
7,0.2706201374530792,0.9181260344269988,0.6861524988930974,0.22574879343693072
8,0.15086154639720917,0.9082740090110085,0.6652799695476392,0.23302976901714617
9,0.16188162565231323,0.8926360687652192,0.6531588530065584,0.22773049886410052
10,0.19953006505966187,0.9249293934215199,0.7044858586287233,0.23994805950384873
11,0.22595784068107605,0.9115670142235694,0.6673980627228157,0.23511269573981947
12,0.15402881801128387,0.9256075574206067,0.7182976430463403,0.2651194070394223
13,0.19740723073482513,0.9188708813159496,0.7106555884373558,0.2655551880598068
14,0.21129386126995087,0.8970617517248377,0.6560374404822686,0.2301681018792666
15,0.1490797996520996,0.9181767847630885,0.7024634473304553,0.26113550479595476
16,0.10048741847276688,0.9185733547458401,0.694028214007718,0.2614430028658647
17,0.14287643134593964,0.9227468515371348,0.716795511918322,0.2497972697019577
